id,trial,prob1,prob2,mag1,mag2,stimID,choice,happiness,gain_loss,group,context,CR,winLose,choseRisky,mag1_norm,mag2_norm,outcome
P_MoodFlexi_01_Behavior10_01s2v0,134,0.8,0.2,10.0,80.0,2.0,0.0,,0.0,s2v,volatile,0,0,1.0,0.0,1.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,135,0.8,0.2,80.0,10.0,1.0,1.0,,0.0,s2v,volatile,0,0,1.0,1.0,0.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,136,0.2,0.8,60.0,10.0,1.0,0.0,0.8424479166666666,0.0,s2v,volatile,0,0,1.0,0.7142857142857143,0.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,137,0.2,0.8,40.0,10.0,2.0,1.0,,10.0,s2v,volatile,0,1,1.0,0.42857142857142855,0.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,138,0.2,0.8,10.0,10.0,1.0,0.0,,0.0,s2v,volatile,0,0,1.0,0.0,0.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,139,0.2,0.8,10.0,60.0,2.0,1.0,,60.0,s2v,volatile,0,1,1.0,0.0,0.7142857142857143,0.7142857142857143
P_MoodFlexi_01_Behavior10_01s2v0,140,0.2,0.8,10.0,40.0,2.0,1.0,0.8736979166666666,40.0,s2v,volatile,0,1,1.0,0.0,0.42857142857142855,0.42857142857142855
P_MoodFlexi_01_Behavior10_01s2v0,141,0.8,0.2,40.0,10.0,2.0,0.0,,0.0,s2v,volatile,0,0,1.0,0.42857142857142855,0.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,142,0.2,0.8,40.0,10.0,1.0,0.0,,40.0,s2v,volatile,0,1,1.0,0.42857142857142855,0.0,0.42857142857142855
P_MoodFlexi_01_Behavior10_01s2v0,143,0.2,0.8,40.0,40.0,1.0,0.0,0.79296875,0.0,s2v,volatile,0,0,1.0,0.42857142857142855,0.42857142857142855,0.0
P_MoodFlexi_01_Behavior10_01s2v0,144,0.2,0.8,10.0,60.0,2.0,1.0,,60.0,s2v,volatile,0,1,1.0,0.0,0.7142857142857143,0.7142857142857143
P_MoodFlexi_01_Behavior10_01s2v0,145,0.2,0.8,60.0,10.0,1.0,0.0,,0.0,s2v,volatile,0,0,1.0,0.7142857142857143,0.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,146,0.2,0.8,10.0,80.0,2.0,1.0,,80.0,s2v,volatile,0,1,1.0,0.0,1.0,1.0
P_MoodFlexi_01_Behavior10_01s2v0,147,0.2,0.8,80.0,10.0,2.0,1.0,0.8971354166666666,10.0,s2v,volatile,0,1,1.0,1.0,0.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,148,0.2,0.8,20.0,40.0,2.0,1.0,,40.0,s2v,volatile,0,1,1.0,0.14285714285714285,0.42857142857142855,0.42857142857142855
P_MoodFlexi_01_Behavior10_01s2v0,149,0.2,0.8,10.0,10.0,2.0,1.0,,10.0,s2v,volatile,0,1,1.0,0.0,0.0,0.0
P_MoodFlexi_01_Behavior10_01s2v0,150,0.2,0.8,40.0,20.0,2.0,1.0,0.8658854166666666,0.0,s2v,volatile,0,0,1.0,0.42857142857142855,0.14285714285714285,0.0
